net1,stn1,net2,stn2,dist_km,technique,converged,best_delta_km_s,bad_quality_fraction,n_candidate_crossings,n_accepted_picks,freq_coverage_fraction,mean_amp_ratio,n_templates_converged,n_templates_scanned,matlab_coh_num,matlab_rel_l2_error,runtime_s,error
XV,ANLA,XV,VATO,187.59553817764106,MspecBestK,True,0.7500000000000013,0.8151260504201681,119,424,0.46835443037974683,inf,26,33,,,1083.2751212120056,
XV,ANLA,XV,VATO,187.59553817764106,single-taper,False,,0.8308880308880309,1295,0,0.0,,0,33,2610.0,5.355243997959593e-13,242.78371000289917,
XV,ANLA,XV,VINA,451.06734127139356,FastMspec,False,,0.9453924914675768,293,35,0.0,2.1817119071807967,0,33,4425.0,0.18745950516372775,489.0067181587219,
XV,ANLA,XV,VINA,451.06734127139356,Mspec,False,,0.9939759036144579,166,0,0.0,,0,33,,,1909.8103787899017,
XV,ANLA,XV,VINA,451.06734127139356,MspecBestK,False,,0.933852140077821,257,35,0.0,2.1959655985212585,0,33,,,524.4839754104614,
XV,ANLA,XV,VINA,451.06734127139356,single-taper,False,,0.6723276723276723,2002,17,0.0,1.8870290137876582,0,33,4425.0,2.205373208660968e-11,273.8851754665375,
XV,ANLA,XV,ZAKA,110.9049897635626,FastMspec,False,,0.8775510204081632,147,6,0.0,2.284527683613201,0,33,4425.0,0.00412273416032777,407.4160132408142,
XV,ANLA,XV,ZAKA,110.9049897635626,Mspec,False,,0.9666666666666667,60,0,0.0,inf,0,33,,,1944.9647233486176,
XV,ANLA,XV,ZAKA,110.9049897635626,MspecBestK,False,,0.8843537414965986,147,17,0.0,2.001774070867008,0,33,,,1197.444828748703,
XV,ANLA,XV,ZAKA,110.9049897635626,single-taper,False,,0.7442724458204334,1615,4,0.0,1.3839058239472728,0,33,4425.0,2.394215218860056e-10,408.4652142524719,
XV,ANLA,XV,ZOBE,240.846271911656,FastMspec,False,,0.9560975609756097,205,0,0.0,,0,33,4725.0,0.09257697351599684,882.6011071205139,
XV,ANLA,XV,ZOBE,240.846271911656,Mspec,False,,0.9855072463768116,69,0,0.0,,0,33,,,2071.7130892276764,
XV,ANLA,XV,ZOBE,240.846271911656,MspecBestK,False,,0.9441624365482234,197,0,0.0,,0,33,,,1081.3154656887054,
XV,ANLA,XV,ZOBE,240.846271911656,single-taper,False,,0.6822329575952765,1863,10,0.0,1.6136754557519006,0,33,4725.0,1.78532663235661e-11,526.5392549037933,
XV,ANTS,XV,BAEL,89.04826861145312,FastMspec,True,-0.75,0.8888888888888888,54,106,0.5757575757575758,inf,33,33,5670.0,0.002518806145627318,649.4111726284027,
XV,ANTS,XV,BAEL,89.04826861145312,Mspec,True,0.7500000000000013,0.5185185185185185,27,110,0.453125,inf,29,33,,,2566.5125710964203,
XV,ANTS,XV,BAEL,89.04826861145312,MspecBestK,True,-0.75,0.8888888888888888,54,106,0.5757575757575758,inf,33,33,,,1275.1815667152405,
XV,ANTS,XV,BAEL,89.04826861145312,single-taper,False,,0.9374068554396423,671,0,0.0,3.0569935753665485,0,33,5670.0,3.5429386714805152e-12,41.80204749107361,
XV,ANTS,XV,BAND,658.1689007891629,FastMspec,True,0.8000000000000014,0.7203065134099617,261,397,0.27631578947368424,1.905513322912367,3,33,5760.0,0.006211268055974378,1528.4485137462616,
XV,ANTS,XV,BAND,658.1689007891629,Mspec,False,,0.9922480620155039,129,1,0.0,33.791006570508834,0,33,,,2663.6177315711975,
XV,ANTS,XV,BAND,658.1689007891629,MspecBestK,True,0.8000000000000014,0.7224334600760456,263,394,0.27631578947368424,1.9119398737029958,4,33,,,1530.1308708190918,
XV,ANTS,XV,BAND,658.1689007891629,single-taper,False,,0.7469670710571924,1731,10,0.0,2.0067941778138243,0,33,5760.0,1.130582680675012e-12,242.61233043670654,
XV,ANTS,XV,BANJ,146.4972809358701,FastMspec,True,0.7000000000000013,0.3472222222222222,72,291,0.3561643835616438,26.80380733397658,16,33,3480.0,0.00031089685680199975,1000.4574155807495,
XV,ANTS,XV,BANJ,146.4972809358701,Mspec,True,0.7000000000000013,0.3181818181818182,44,507,0.7884615384615384,inf,24,33,,,1563.3328144550323,
XV,ANTS,XV,BANJ,146.4972809358701,MspecBestK,True,0.7000000000000013,0.3684210526315789,76,541,0.4657534246575342,12.18309297686357,16,33,,,1076.9243268966675,
XV,ANTS,XV,BANJ,146.4972809358701,single-taper,False,,0.9534282018111255,773,2,0.0,2.1841283386682884,0,33,3480.0,3.39306136970746e-13,35.93163871765137,
XV,ANTS,XV,BARY,283.4007550481921,FastMspec,False,,0.8862275449101796,167,26,0.0,2.6999219309040328,0,33,5760.0,0.001350564408937815,1515.1524267196655,
XV,ANTS,XV,BARY,283.4007550481921,Mspec,False,,0.9620253164556962,79,0,0.0,,0,33,,,2689.098919391632,
XV,ANTS,XV,BARY,283.4007550481921,MspecBestK,False,,0.8875739644970414,169,14,0.0,2.6430850419002825,0,33,,,1218.2358746528625,
XV,ANTS,XV,BARY,283.4007550481921,single-taper,False,,0.8613264427217916,1161,8,0.0,1.38357870708785,0,33,5760.0,1.052547307799915e-12,526.3332331180573,
XV,ANTS,XV,BATG,484.17665545802896,FastMspec,False,,0.8766519823788547,227,0,0.0,,0,33,5430.0,0.0011475199916193483,581.7650482654572,
XV,ANTS,XV,BATG,484.17665545802896,Mspec,False,,0.9911504424778761,113,3,0.0,25.171099589483465,0,33,,,2403.946714401245,
XV,ANTS,XV,BATG,484.17665545802896,MspecBestK,False,,0.8787878787878788,231,0,0.0,,0,33,,,1324.4115996360779,
XV,ANTS,XV,BATG,484.17665545802896,single-taper,False,,0.7842441447835344,1409,10,0.0,1.547954674787422,0,33,5430.0,3.8701353637276846e-13,343.1505889892578,
XV,ANTS,XV,BERG,87.0272781777348,FastMspec,False,,0.927710843373494,83,0,0.0,,0,33,5730.0,0.0009221366038954761,1501.8843789100647,
XV,ANTS,XV,BERG,87.0272781777348,Mspec,True,0.6500000000000012,0.6129032258064516,31,280,0.6666666666666666,inf,26,33,,,2563.327846288681,
XV,ANTS,XV,BERG,87.0272781777348,MspecBestK,False,,0.9259259259259259,81,0,0.0,,0,33,,,1307.162410736084,
XV,ANTS,XV,BERG,87.0272781777348,single-taper,False,,0.8784596871239471,831,2,0.0,inf,0,33,5730.0,1.5102770962670454e-13,48.597041606903076,
XV,ANTS,XV,BITY,585.2672389371191,FastMspec,False,,0.9045226130653267,199,8,0.0,6.08971034056581,0,33,5775.0,0.0017703275390775718,662.7671160697937,
XV,ANTS,XV,BITY,585.2672389371191,Mspec,False,,0.9934640522875817,153,5,0.0,36.457963969684926,0,33,,,2534.429258584976,
XV,ANTS,XV,BITY,585.2672389371191,MspecBestK,False,,0.9045226130653267,199,7,0.0,6.025013545160481,0,33,,,562.3301503658295,
XV,ANTS,XV,BITY,585.2672389371191,single-taper,False,,0.8190909090909091,1100,47,0.0,1.4442638558927798,0,33,5775.0,4.4117071013874906e-13,553.8653872013092,
XV,ANTS,XV,BKTA,1062.1472415542457,FastMspec,False,,0.9476744186046512,344,6,0.0,35.22539130027999,0,33,5670.0,0.0011146060520901145,675.4174284934998,
XV,ANTS,XV,BKTA,1062.1472415542457,Mspec,False,,0.9797297297297297,148,15,0.0,inf,0,33,,,2484.39323759079,
XV,ANTS,XV,BKTA,1062.1472415542457,MspecBestK,False,,0.9427710843373494,332,7,0.0,35.317916032382996,0,33,,,573.0391747951508,
XV,ANTS,XV,BKTA,1062.1472415542457,single-taper,False,,0.7799744897959183,1568,19,0.0,1.2446396972971385,0,33,5670.0,5.349680716084662e-13,543.176652431488,
XV,ANTS,XV,CPSM,1220.99363562409,FastMspec,False,,0.9413265306122449,392,0,0.0,,0,33,5640.0,0.002455537961499073,603.4165816307068,
XV,ANTS,XV,CPSM,1220.99363562409,Mspec,False,,0.9932885906040269,149,1,0.0,23.236080215141953,0,33,,,2460.215402841568,
XV,ANTS,XV,CPSM,1220.99363562409,MspecBestK,False,,0.9342105263157895,380,2,0.0,1.0102804675735453,0,33,,,527.938818693161,
XV,ANTS,XV,CPSM,1220.99363562409,single-taper,False,,0.772159090909091,1760,4,0.0,1.8501103150540215,0,33,5640.0,4.885944252923419e-13,446.2715277671814,
XV,ANTS,XV,DGOS,324.5659378160175,FastMspec,False,,0.9103448275862069,145,25,0.0,3.416129010742412,0,33,9270.0,0.004157049091114954,915.1498379707336,
XV,ANTS,XV,DGOS,324.5659378160175,Mspec,False,,0.9666666666666667,90,0,0.0,2.1416287248633137,0,33,,,4445.18017745018,
XV,ANTS,XV,DGOS,324.5659378160175,MspecBestK,False,,0.8705035971223022,139,35,0.0,4.766764451188776,0,33,,,1376.3510928153992,
XV,ANTS,XV,DGOS,324.5659378160175,single-taper,False,,0.7955209347614411,1027,5,0.0,1.5329916300558675,0,33,9270.0,4.041764700319315e-13,236.39070892333984,
XV,ANTS,XV,KIRI,676.4242492857251,FastMspec,True,0.7000000000000013,0.8056537102473498,283,451,0.3026315789473684,1.7628080764826066,3,33,4740.0,0.005944383703328334,648.5828540325165,
XV,ANTS,XV,KIRI,676.4242492857251,Mspec,False,,0.9803921568627451,102,5,0.0,4.967847895578811,0,33,,,1942.3526451587677,
XV,ANTS,XV,KIRI,676.4242492857251,MspecBestK,True,0.7000000000000013,0.8096885813148789,289,434,0.2987012987012987,1.7506770991389593,1,33,,,524.3237733840942,
XV,ANTS,XV,KIRI,676.4242492857251,single-taper,False,,0.7141236528644356,1763,2,0.0,1.9685225007030238,0,33,4740.0,4.639303408280992e-11,309.6701776981354,
XV,ANTS,XV,LAHA,246.31929583080438,FastMspec,True,0.45000000000000107,0.8363636363636363,110,183,0.24050632911392406,16.54667744248216,6,33,10320.0,0.0030158697926484794,1195.9750881195068,
XV,ANTS,XV,LAHA,246.31929583080438,Mspec,False,,0.9375,48,71,0.0,inf,0,33,,,4636.31019949913,
XV,ANTS,XV,LAHA,246.31929583080438,MspecBestK,True,0.45000000000000107,0.8421052631578947,114,183,0.24050632911392406,16.541488926021323,6,33,,,992.2843189239502,
XV,ANTS,XV,LAHA,246.31929583080438,single-taper,False,,0.8876288659793814,970,9,0.0,1.4044750813734392,0,33,10320.0,3.7365563164662634e-13,152.70894169807434,
XV,ANTS,XV,LONA,963.014231833671,FastMspec,False,,0.8685121107266436,289,28,0.0,4.966326178372399,0,33,10470.0,0.02523988771138289,963.7401926517487,
XV,ANTS,XV,LONA,963.014231833671,Mspec,False,,0.9856115107913669,139,6,0.0,1.6058326954726714,0,33,,,4625.317031621933,
XV,ANTS,XV,LONA,963.014231833671,MspecBestK,False,,0.8650519031141869,289,28,0.0,5.102232411205816,0,33,,,1885.0494875907898,
XV,ANTS,XV,LONA,963.014231833671,single-taper,False,,0.758082497212932,1794,18,0.0,1.2290346953953968,0,33,10470.0,1.1195217427841817e-12,346.2626373767853,
XV,ANTS,XV,MAGY,503.85128175874394,FastMspec,True,0.8000000000000014,0.672645739910314,223,700,0.3783783783783784,3.4085055029132323,2,33,4125.0,0.0018226990372305937,608.0757715702057,
XV,ANTS,XV,MAGY,503.85128175874394,Mspec,False,,0.922077922077922,77,4,0.0,inf,0,33,,,1762.2197170257568,
XV,ANTS,XV,MAGY,503.85128175874394,MspecBestK,True,0.8000000000000014,0.6940639269406392,219,700,0.3783783783783784,3.4403140860454804,4,33,,,633.473687171936,
XV,ANTS,XV,MAGY,503.85128175874394,single-taper,False,,0.7419354838709677,1581,9,0.0,1.5610395972115407,0,33,4125.0,5.065836770385021e-13,467.6999876499176,
XV,ANTS,XV,MAHA,922.0558850397372,FastMspec,False,,0.9278350515463918,291,9,0.0,7.6533971918072625,0,33,10335.0,0.005391195073143768,1431.369616985321,
XV,ANTS,XV,MAHA,922.0558850397372,Mspec,False,,0.9875,160,18,0.0,1.2391946667435867,0,33,,,4616.333714008331,
XV,ANTS,XV,MAHA,922.0558850397372,MspecBestK,False,,0.9273356401384083,289,10,0.0,7.496120237240611,0,33,,,1031.580708026886,
XV,ANTS,XV,MAHA,922.0558850397372,single-taper,False,,0.7824296499656829,1457,11,0.0,1.9362582697042912,0,33,10335.0,7.322491920502527e-13,847.7363064289093,
XV,ANTS,XV,MAJA,193.2648913547346,FastMspec,True,-0.14999999999999947,0.549618320610687,131,149,0.3291139240506329,13.693431147322439,5,33,10470.0,0.004621039219890145,1059.1201028823853,
XV,ANTS,XV,MAJA,193.2648913547346,Mspec,True,0.350000000000001,0.84,50,128,0.3076923076923077,4.296148810001786,4,33,,,4757.91210770607,
XV,ANTS,XV,MAJA,193.2648913547346,MspecBestK,True,-0.14999999999999947,0.5193798449612403,129,149,0.3291139240506329,13.654411341193406,5,33,,,1731.1175265312195,
XV,ANTS,XV,MAJA,193.2648913547346,single-taper,False,,0.8953771289537713,822,0,0.0,,0,33,10470.0,2.478301295300533e-11,85.019038438797,
XV,ANTS,XV,MARO,688.6115643759314,FastMspec,False,,0.9032258064516129,310,0,0.0,,0,33,2430.0,0.017989546195676023,328.0515465736389,
XV,ANTS,XV,MARO,688.6115643759314,Mspec,False,,0.9857142857142858,140,28,0.0,2.5266168938090496,0,33,,,1007.4857699871063,
XV,ANTS,XV,MARO,688.6115643759314,MspecBestK,False,,0.9025974025974026,308,9,0.0,2.4952768571441672,0,33,,,324.6413824558258,
XV,ANTS,XV,MARO,688.6115643759314,single-taper,False,,0.6680993314231136,2094,4,0.0,1.8239774189091569,0,33,2430.0,2.4175033726698513e-12,681.9322848320007,
XV,ANTS,XV,MKVA,236.9690797367913,FastMspec,True,0.6000000000000012,0.7247706422018348,109,300,0.4583333333333333,76.33927026833074,6,33,5490.0,0.0009272383119259135,1329.2678880691528,
XV,ANTS,XV,MKVA,236.9690797367913,Mspec,False,,0.8909090909090909,55,48,0.0,inf,0,33,,,2415.7803926467896,
XV,ANTS,XV,MKVA,236.9690797367913,MspecBestK,True,0.6000000000000012,0.7387387387387387,111,300,0.4583333333333333,79.72255362704828,6,33,,,1304.0805518627167,
XV,ANTS,XV,MKVA,236.9690797367913,single-taper,False,,0.8629707112970711,956,0,0.0,,0,33,5490.0,2.796223783253505e-13,50.41640615463257,
XV,ANTS,XV,MMBE,906.1100232850033,FastMspec,False,,0.9330143540669856,418,4,0.0,18.505296523352488,0,33,10440.0,0.047545829663274614,1825.5517411231995,
XV,ANTS,XV,MMBE,906.1100232850033,Mspec,False,,0.975,200,0,0.0,14.95204652989176,0,33,,,3788.1579251289368,
XV,ANTS,XV,MMBE,906.1100232850033,MspecBestK,False,,0.9483568075117371,426,5,0.0,18.41045882870947,0,33,,,1549.174833536148,
XV,ANTS,XV,MMBE,906.1100232850033,single-taper,False,,0.6344612644701692,2246,9,0.0,2.370932223479059,0,33,10440.0,2.8194246142569166e-12,397.6155197620392,
XV,ANTS,XV,SOLA,140.42605498546288,FastMspec,False,,0.9340659340659341,91,22,0.0,inf,0,33,1605.0,1.538670118096803e-08,862.8168427944183,
XV,ANTS,XV,SOLA,140.42605498546288,Mspec,True,0.8000000000000014,0.7058823529411765,51,139,0.35135135135135137,inf,27,33,,,2252.8786702156067,
XV,ANTS,XV,SOLA,140.42605498546288,MspecBestK,True,0.8000000000000014,0.8275862068965517,87,124,0.32051282051282054,inf,1,33,,,848.0449326038361,
XV,ANTS,XV,SOLA,140.42605498546288,single-taper,False,,0.8416988416988417,1295,3,0.0,1.4387053318986927,0,33,1605.0,5.897796357982831e-13,125.95165729522705,
XV,ANTS,XV,TANS,451.0091075324638,FastMspec,True,0.30000000000000093,0.7730061349693251,163,752,0.379746835443038,9.715791527016556,7,33,3135.0,0.0029600739017887514,529.3744413852692,
XV,ANTS,XV,TANS,451.0091075324638,Mspec,False,,0.9568965517241379,116,15,0.0,inf,0,33,,,1295.9334037303925,
XV,ANTS,XV,TANS,451.0091075324638,MspecBestK,True,0.350000000000001,0.7575757575757576,165,732,0.4084507042253521,9.353458267311149,4,33,,,487.25347805023193,
XV,ANTS,XV,TANS,451.0091075324638,single-taper,False,,0.795758051846033,1273,24,0.0,1.7999311900200017,0,33,3135.0,1.0036011518094249e-10,669.1124610900879,
XV,ANTS,XV,VATO,505.4047965328043,FastMspec,True,0.5000000000000011,0.7674418604651163,258,762,0.45569620253164556,5.506371205798346,5,33,2535.0,0.0022243583352403065,1237.5119287967682,
XV,ANTS,XV,VATO,505.4047965328043,Mspec,False,,0.9938650306748467,163,14,0.0,inf,0,33,,,2292.6762981414795,
XV,ANTS,XV,VATO,505.4047965328043,MspecBestK,True,0.5000000000000011,0.7692307692307693,260,746,0.45569620253164556,5.653966290520114,4,33,,,1060.731069803238,
XV,ANTS,XV,VATO,505.4047965328043,single-taper,False,,0.6914949815108293,1893,5,0.0,1.634487164882011,0,33,2535.0,1.9388169462345025e-12,793.3946499824524,
XV,ANTS,XV,VINA,470.62922453994634,FastMspec,False,,0.9027777777777778,216,19,0.0,12.080522000357465,0,33,5415.0,0.001632177037227735,628.9915940761566,
XV,ANTS,XV,VINA,470.62922453994634,Mspec,False,,0.9485294117647058,136,9,0.0,6.969527567586695,0,33,,,2225.5519840717316,
XV,ANTS,XV,VINA,470.62922453994634,MspecBestK,False,,0.9018691588785047,214,8,0.0,3.1675266705846554,0,33,,,552.0585420131683,
XV,ANTS,XV,VINA,470.62922453994634,single-taper,False,,0.697242206235012,1668,4,0.0,1.04949071019308,0,33,5415.0,1.4109467554592982e-12,231.9752814769745,
XV,ANTS,XV,ZAKA,332.5342359891602,FastMspec,True,0.30000000000000093,0.8165680473372781,169,453,0.3670886075949367,18.58425234317012,21,33,4425.0,0.0019448723472501339,1457.428420305252,
XV,ANTS,XV,ZAKA,332.5342359891602,Mspec,False,,0.9625,80,0,0.0,,0,33,,,1971.92649269104,
XV,ANTS,XV,ZAKA,332.5342359891602,MspecBestK,True,0.45000000000000107,0.8011695906432749,171,468,0.5569620253164557,17.973099776723306,27,33,,,1486.8961727619171,
XV,ANTS,XV,ZAKA,332.5342359891602,single-taper,False,,0.7701232777374909,1379,8,0.0,1.5854228716533654,0,33,4425.0,1.9929651094882214e-10,106.58530473709106,
XV,ANTS,XV,ZOBE,370.8779326865201,FastMspec,False,,0.875,128,38,0.0,inf,0,33,5805.0,0.0024087782150752834,1428.260415315628,
XV,ANTS,XV,ZOBE,370.8779326865201,Mspec,False,,0.9320388349514563,103,0,0.0,20.136889130610385,0,33,,,2295.513739824295,
XV,ANTS,XV,ZOBE,370.8779326865201,MspecBestK,False,,0.8709677419354839,124,38,0.0,inf,0,33,,,1376.0430018901825,
XV,ANTS,XV,ZOBE,370.8779326865201,single-taper,False,,0.8011428571428572,875,2,0.0,1.0051064688007723,0,33,5805.0,5.617931615861716e-12,657.1405935287476,
XV,BAEL,XV,BAND,726.5937166799246,FastMspec,False,,0.9253731343283582,268,29,0.0,inf,0,33,5700.0,0.006518294634589238,567.0745596885681,
XV,BAEL,XV,BAND,726.5937166799246,Mspec,False,,0.9928057553956835,139,0,0.0,,0,33,,,2517.436589241028,
XV,BAEL,XV,BAND,726.5937166799246,MspecBestK,False,,0.9216417910447762,268,16,0.0,3.955245586080281,0,33,,,997.949303150177,
XV,BAEL,XV,BAND,726.5937166799246,single-taper,False,,0.7573397243858598,1669,35,0.0,1.3120088783398398,0,33,5700.0,2.5464724580549654e-11,264.8358359336853,
XV,BAEL,XV,BANJ,104.63823101611646,FastMspec,True,0.8000000000000014,0.6470588235294118,68,84,0.26666666666666666,inf,22,33,3465.0,0.0002506414222490748,1147.9166717529297,
XV,BAEL,XV,BANJ,104.63823101611646,Mspec,True,0.7500000000000013,0.28125,32,299,0.7608695652173914,inf,26,33,,,1349.7225632667542,
XV,BAEL,XV,BANJ,104.63823101611646,MspecBestK,True,0.8000000000000014,0.6470588235294118,68,84,0.26666666666666666,inf,22,33,,,1036.5497512817383,
XV,BAEL,XV,BANJ,104.63823101611646,single-taper,False,,0.8909541511771994,807,5,0.0,1.3347411577476502,0,33,3465.0,3.666082901180385e-13,344.0048222541809,
XV,BAEL,XV,BARY,356.8310611538927,FastMspec,False,,0.9408284023668639,169,9,0.0,13.974756042284458,0,33,5700.0,0.0026200375424469996,565.109293460846,
XV,BAEL,XV,BARY,356.8310611538927,Mspec,False,,0.987012987012987,77,0,0.0,,0,33,,,2340.1989023685455,
XV,BAEL,XV,BARY,356.8310611538927,MspecBestK,False,,0.9364161849710982,173,9,0.0,13.422843022479109,0,33,,,512.4246397018433,
XV,BAEL,XV,BARY,356.8310611538927,single-taper,False,,0.8280060882800608,1314,2,0.0,1.570503193294534,0,33,5700.0,6.399940306662499e-11,318.46092653274536,
XV,BAEL,XV,BATG,554.1067164757294,FastMspec,False,,0.9295774647887324,213,26,0.0,inf,0,33,5430.0,0.001993440322786016,1419.8479669094086,
XV,BAEL,XV,BATG,554.1067164757294,Mspec,False,,0.9833333333333333,120,4,0.0,2.9920259751103178,0,33,,,2376.532991886139,
XV,BAEL,XV,BATG,554.1067164757294,MspecBestK,False,,0.9269406392694064,219,0,0.0,,0,33,,,1193.1302886009216,
XV,BAEL,XV,BATG,554.1067164757294,single-taper,False,,0.8152958152958153,1386,3,0.0,1.2356129183211728,0,33,5430.0,1.572324184742624e-11,384.32942748069763,
XV,BAEL,XV,BERG,166.78531679044244,FastMspec,True,0.6500000000000012,0.7108433734939759,83,151,0.358974358974359,17.12792086932726,27,33,5685.0,0.0006842933864518351,634.4391458034515,
XV,BAEL,XV,BERG,166.78531679044244,Mspec,True,0.6500000000000012,0.6744186046511628,43,148,0.25675675675675674,16.73595174272395,17,33,,,2571.623776912689,
XV,BAEL,XV,BERG,166.78531679044244,MspecBestK,True,0.6000000000000012,0.7471264367816092,87,122,0.21794871794871795,23.383337526783535,19,33,,,578.043669462204,
XV,BAEL,XV,BERG,166.78531679044244,single-taper,False,,0.8779620853080569,844,0,0.0,,0,33,5685.0,2.005357592524911e-11,134.59682846069336,
XV,BAEL,XV,BITY,641.2833695384574,FastMspec,False,,0.8862559241706162,211,8,0.0,5.583258990170366,0,33,5700.0,0.0013416513437838418,626.3639752864838,
XV,BAEL,XV,BITY,641.2833695384574,Mspec,False,,0.9903846153846154,104,3,0.0,38.662631953788534,0,33,,,2163.630420446396,
XV,BAEL,XV,BITY,641.2833695384574,MspecBestK,False,,0.8846153846153846,208,5,0.0,5.585744051807467,0,33,,,492.84400629997253,
XV,BAEL,XV,BITY,641.2833695384574,single-taper,False,,0.8191318327974276,1244,12,0.0,1.802544894655342,0,33,5700.0,1.224279162423408e-11,248.63829064369202,
XV,BAEL,XV,BKTA,1119.48305732313,FastMspec,False,,0.9384615384615385,325,29,0.0,6.597957010220889,0,33,5700.0,0.00346297704054623,1547.8660023212433,
XV,BAEL,XV,BKTA,1119.48305732313,Mspec,False,,0.9821428571428571,168,3,0.0,13.68959323447444,0,33,,,2586.6197514533997,
XV,BAEL,XV,BKTA,1119.48305732313,MspecBestK,False,,0.944954128440367,327,30,0.0,12.39359624029679,0,33,,,1275.610145330429,
XV,BAEL,XV,BKTA,1119.48305732313,single-taper,False,,0.8253968253968254,1512,8,0.0,1.238075689819384,0,33,5700.0,2.575628801755972e-11,214.12177634239197,
XV,BAEL,XV,CPSM,1278.897383521798,FastMspec,False,,0.9245283018867925,371,2,0.0,3.5267411413849112,0,33,5670.0,0.006154500067134754,658.3226184844971,
XV,BAEL,XV,CPSM,1278.897383521798,Mspec,False,,0.9933333333333333,150,5,0.0,inf,0,33,,,2351.63024020195,
XV,BAEL,XV,CPSM,1278.897383521798,MspecBestK,False,,0.9253333333333333,375,2,0.0,3.547848133143499,0,33,,,590.8977696895599,
XV,BAEL,XV,CPSM,1278.897383521798,single-taper,False,,0.8,1740,3,0.0,1.6653895876337623,0,33,5670.0,3.696524111242045e-11,393.7307412624359,
XV,BAEL,XV,DGOS,259.62272556499494,FastMspec,False,,0.8832116788321168,137,5,0.0,5.126357075340484,0,33,4485.0,0.0009384067434314073,1228.7850511074066,
XV,BAEL,XV,DGOS,259.62272556499494,Mspec,False,,0.9726027397260274,73,50,0.0,27.619849428654838,0,33,,,1963.1947846412659,
XV,BAEL,XV,DGOS,259.62272556499494,MspecBestK,False,,0.8865248226950354,141,5,0.0,5.120365769891637,0,33,,,971.5669021606445,
XV,BAEL,XV,DGOS,259.62272556499494,single-taper,False,,0.8141025641025641,936,7,0.0,1.1587136256391388,0,33,4485.0,1.1265650394300469e-11,127.85391473770142,
XV,BAEL,XV,KIRI,752.2662362450121,FastMspec,False,,0.9632107023411371,299,0,0.0,,0,33,3450.0,0.006048724218444956,381.25605607032776,
XV,BAEL,XV,KIRI,752.2662362450121,Mspec,False,,0.9548872180451128,133,23,0.0,13.683694058878114,0,33,,,1513.2009868621826,
XV,BAEL,XV,KIRI,752.2662362450121,MspecBestK,False,,0.9644012944983819,309,0,0.0,,0,33,,,312.1329917907715,
XV,BAEL,XV,KIRI,752.2662362450121,single-taper,False,,0.7565683646112601,1865,5,0.0,2.1272840676441955,0,33,3450.0,1.6873616745950244e-10,334.86905670166016,
XV,BAEL,XV,LAHA,171.78055723871552,FastMspec,True,0.7500000000000013,0.7319587628865979,97,252,0.3670886075949367,inf,22,33,5700.0,0.0010886170012997369,1519.972415447235,
XV,BAEL,XV,LAHA,171.78055723871552,Mspec,True,0.45000000000000107,0.7551020408163265,49,191,0.3194444444444444,inf,21,33,,,2370.688150167465,
XV,BAEL,XV,LAHA,171.78055723871552,MspecBestK,True,0.7500000000000013,0.7373737373737373,99,252,0.3670886075949367,inf,22,33,,,1320.7055327892303,
XV,BAEL,XV,LAHA,171.78055723871552,single-taper,False,,0.9228028503562945,842,4,0.0,1.945008001334496,0,33,5700.0,2.989264417681721e-12,99.62174701690674,
XV,BAEL,XV,LONA,1031.5599231211452,FastMspec,False,,0.9088319088319088,351,0,0.0,,0,33,5700.0,0.03360716809105398,604.3026852607727,
XV,BAEL,XV,LONA,1031.5599231211452,Mspec,False,,0.9657534246575342,146,1,0.0,27.6801422142133,0,33,,,2520.9203991889954,
XV,BAEL,XV,LONA,1031.5599231211452,MspecBestK,False,,0.9159420289855073,345,0,0.0,,0,33,,,493.9236433506012,
XV,BAEL,XV,LONA,1031.5599231211452,single-taper,False,,0.6977459016393442,1952,13,0.0,1.4726434149789525,0,33,5700.0,3.1467474888341066e-11,984.8085217475891,
XV,BAEL,XV,MAGY,531.8830731102494,FastMspec,False,,0.948051948051948,231,2,0.0,3.125194603418625,0,33,1875.0,0.0001967191874754459,900.597592830658,
XV,BAEL,XV,MAGY,531.8830731102494,Mspec,False,,0.9927536231884058,138,5,0.0,108.80566119022319,0,33,,,1765.0690648555756,
XV,BAEL,XV,MAGY,531.8830731102494,MspecBestK,False,,0.948051948051948,231,2,0.0,3.150320882022113,0,33,,,918.9244437217712,
XV,BAEL,XV,MAGY,531.8830731102494,single-taper,False,,0.6674514420247204,1699,13,0.0,1.5593453733482485,0,33,1875.0,5.242395770377278e-13,528.3487389087677,
XV,BAEL,XV,MAHA,966.2056856327285,FastMspec,False,,0.9106145251396648,358,1,0.0,2.6540632630316146,0,33,5655.0,0.0023436208384031527,685.5779731273651,
XV,BAEL,XV,MAHA,966.2056856327285,Mspec,False,,0.9915966386554622,119,4,0.0,inf,0,33,,,2442.677826166153,
XV,BAEL,XV,MAHA,966.2056856327285,MspecBestK,False,,0.9120879120879121,364,1,0.0,2.647714074566422,0,33,,,466.0507493019104,
XV,BAEL,XV,MAHA,966.2056856327285,single-taper,False,,0.7602739726027398,1752,13,0.0,1.2865572715485172,0,33,5655.0,6.026323404224202e-11,487.8488175868988,
XV,BAEL,XV,MAJA,282.16338065799,FastMspec,True,0.5500000000000012,0.6975308641975309,162,293,0.5714285714285714,inf,19,33,5700.0,0.0013831859797479049,1704.19842004776,
XV,BAEL,XV,MAJA,282.16338065799,Mspec,False,,0.8727272727272727,55,0,0.0,,0,33,,,1974.7951304912567,
