net1,stn1,net2,stn2,dist_km,technique,converged,best_delta_km_s,bad_quality_fraction,n_candidate_crossings,n_accepted_picks,freq_coverage_fraction,mean_amp_ratio,n_templates_converged,n_templates_scanned,matlab_coh_num,matlab_rel_l2_error,runtime_s,error
AF,SKRH,XV,BATG,464.30083466296,FastMspec,True,0.7000000000000013,0.8163934426229508,305,330,0.25316455696202533,2.0812646501698264,2,33,1605.0,0.03746751277685743,417.04607486724854,
AF,SKRH,XV,BATG,464.30083466296,Mspec,False,,0.9696969696969697,132,18,0.0,2.4879617221165207,0,33,,,2144.9613213539124,
AF,SKRH,XV,BATG,464.30083466296,MspecBestK,True,0.7000000000000013,0.8419540229885057,348,314,0.25316455696202533,2.0056312174278603,2,33,,,929.7792897224426,
AF,SKRH,XV,BATG,464.30083466296,single-taper,False,,0.6587887740029542,2031,5,0.0,1.8313087006477975,0,33,1605.0,3.2789281984120037e-09,361.0290472507477,
AF,SKRH,XV,BERG,861.1539511205563,FastMspec,False,,0.9584487534626038,361,0,0.0,,0,33,1605.0,0.0471458647552525,800.8049511909485,
AF,SKRH,XV,BERG,861.1539511205563,Mspec,False,,0.9827586206896551,232,24,0.0,inf,0,33,,,635.3622291088104,
AF,SKRH,XV,BERG,861.1539511205563,MspecBestK,False,,0.9605568445475638,431,7,0.0,10.47905002306047,0,33,,,903.5871639251709,
AF,SKRH,XV,BERG,861.1539511205563,single-taper,False,,0.6314131413141314,2222,22,0.0,2.141080681274709,0,33,1605.0,4.532542811642443e-09,500.0595841407776,
AF,SKRH,XV,BITY,386.84472267014513,FastMspec,False,,0.9293286219081273,283,5,0.0,4.364583865918465,0,33,1605.0,0.03237142963639775,524.3096833229065,
AF,SKRH,XV,BITY,386.84472267014513,Mspec,False,,0.9689922480620154,129,13,0.0,2.5735509040841142,0,33,,,709.3911552429199,
AF,SKRH,XV,BITY,386.84472267014513,MspecBestK,False,,0.9413680781758957,307,14,0.0,59.43711945706972,0,33,,,881.2858748435974,
AF,SKRH,XV,BITY,386.84472267014513,single-taper,False,,0.6419573643410853,2064,7,0.0,1.3544520105045021,0,33,1605.0,2.909674820629357e-09,605.2706832885742,
AF,SKRH,XV,BKTA,178.5903515949665,FastMspec,True,-0.09999999999999942,0.7924528301886793,159,598,0.42857142857142855,6.308184112517697,19,33,1605.0,0.012785337662512455,625.3848834037781,
AF,SKRH,XV,BKTA,178.5903515949665,Mspec,True,0.350000000000001,0.7752808988764045,89,415,0.37681159420289856,6.40658167478217,7,33,,,779.8943037986755,
AF,SKRH,XV,BKTA,178.5903515949665,MspecBestK,True,0.1500000000000008,0.7607361963190185,163,538,0.42857142857142855,5.173527309298953,19,33,,,599.3038980960846,
AF,SKRH,XV,BKTA,178.5903515949665,single-taper,False,,0.7270375161707633,1546,0,0.0,1.1434646652976685,0,33,1605.0,1.8066368220620092e-09,253.92239499092102,
AF,SKRH,XV,CPSM,304.159738385648,FastMspec,False,,0.937037037037037,270,6,0.0,6.914705770327374,0,33,1605.0,0.023997009478270985,858.1744420528412,
AF,SKRH,XV,CPSM,304.159738385648,Mspec,False,,0.9765625,128,45,0.0,inf,0,33,,,2048.6546833515167,
AF,SKRH,XV,CPSM,304.159738385648,MspecBestK,False,,0.932258064516129,310,8,0.0,7.5524888974119655,0,33,,,834.9499287605286,
